20,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,6,6
21,1,1,1,0,0,0,0,1,1,0,1,0,3,1,0,4,6
22,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,6,8
23,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,4,1
24,1,1,0,1,0,0,1,1,1,0,1,0,2,0,1,6,4
25,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,4,6
26,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,5,8
27,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
28,1,1,1,0,0,0,1,1,1,0,1,0,2,1,0,5,3
29,1,1,1,0,1,0,0,1,1,0,1,0,3,1,0,6,8
30,0,0,1,0,0,0,1,1,0,0,1,0,3,0,1,4,4
31,0,0,1,1,0,0,1,1,1,1,1,0,3,0,0,6,8
32,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,6,7
33,1,0,1,1,0,0,1,1,1,0,1,0,2,0,0,5,3
34,0,0,1,1,0,0,0,1,1,0,1,0,2,0,1,5,4
35,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,5,3
36,0,1,1,1,0,0,0,0,1,0,1,1,3,0,0,5,7
37,1,1,1,1,0,0,0,1,1,0,1,0,4,1,1,6,7
38,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,4,5
39,1,0,1,1,0,0,0,1,1,0,1,0,2,0,1,4,7
40,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,5,5
41,0,1,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
42,1,0,1,1,0,0,0,0,1,0,1,0,3,0,1,4,8
43,0,0,1,1,0,0,1,0,1,0,1,0,2,0,0,5,6
44,1,1,1,0,0,0,1,0,0,0,1,0,4,0,1,6,8
45,0,0,1,0,0,0,1,1,1,0,1,0,3,0,0,6,8
46,1,1,1,0,0,0,1,1,1,0,1,0,4,0,1,6,6
47,1,1,0,0,0,0,0,1,1,0,1,0,3,0,1,6,8
48,0,0,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
49,0,1,1,1,0,0,1,0,1,0,1,0,2,0,0,6,5
50,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,4,4
51,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,6,7
52,0,0,1,1,0,0,0,0,1,0,1,0,4,1,0,3,4
53,1,0,1,0,0,0,0,1,1,0,1,0,4,0,1,6,8
54,1,0,1,0,0,0,0,1,0,0,1,0,3,0,0,3,1
55,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,6,7
56,1,1,1,1,1,0,0,1,1,0,1,0,3,1,0,2,2
57,1,1,1,0,0,0,0,1,1,0,1,0,2,0,0,6,7
58,1,0,1,1,0,0,1,0,1,0,1,1,5,1,0,5,5
59,1,1,1,1,0,0,0,0,1,0,1,0,4,0,0,3,1
60,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,5,8
61,0,0,1,1,1,0,1,0,1,0,1,0,4,0,0,5,6
62,1,1,1,0,0,0,0,1,1,0,1,0,2,0,1,4,7
63,0,0,1,0,0,0,1,1,1,0,1,0,3,0,0,5,7
64,1,1,1,0,0,0,1,1,1,0,1,0,3,0,0,5,7
65,1,1,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
66,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,6,5
67,1,1,1,1,0,1,1,1,1,0,1,0,3,0,1,5,8
68,0,1,1,0,0,0,1,1,1,0,1,0,2,1,0,4,2
69,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,5,5
70,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,6,6
71,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,4,2
72,0,0,1,0,0,0,1,0,1,0,1,0,4,0,0,6,7
73,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,8
74,1,1,1,1,0,1,0,1,1,0,1,0,3,1,1,6,7
75,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,6,8
76,0,1,1,1,0,0,0,1,1,0,1,0,3,0,0,4,3
77,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,2,2
78,0,1,1,0,0,0,1,0,1,1,1,0,2,0,1,6,8
79,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,5,8
80,1,0,1,1,0,0,1,0,1,0,1,0,2,0,0,4,4
81,1,1,1,0,0,0,1,1,1,0,1,0,3,1,0,4,4
82,1,1,1,1,0,0,0,1,1,0,1,0,3,1,1,5,6
83,1,1,1,1,0,0,1,0,0,0,1,0,3,0,1,2,2
84,0,1,1,1,0,0,1,0,1,0,1,0,2,0,1,6,7
85,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,6,8
86,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,4,5
87,1,1,1,1,0,0,1,1,1,0,1,1,5,1,1,5,5
88,0,0,1,0,0,0,1,0,1,0,1,1,3,0,1,3,1
89,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,6,8
90,0,0,1,1,0,0,0,1,1,0,1,1,3,0,0,5,6
91,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,3,1
92,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,5,8
93,0,1,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
94,1,1,1,1,0,1,0,0,1,0,1,0,3,0,0,2,6
95,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,5,5
96,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,3,3
97,1,0,1,1,1,0,0,1,1,0,1,0,3,1,0,4,5
98,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,5,6
99,0,1,1,1,0,0,1,0,0,0,1,0,4,0,1,4,1
100,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,5,4
101,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,5,6
102,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,4,8
103,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,5,8
104,1,0,1,1,0,1,1,1,1,1,1,0,4,1,0,6,7
105,0,1,0,1,0,0,1,0,1,0,0,0,2,0,1,5,7
106,0,0,1,1,0,0,1,0,0,0,1,0,3,0,0,5,2
107,0,1,1,1,0,0,1,0,0,0,1,0,5,1,0,4,1
108,1,1,1,0,1,0,0,0,1,1,1,0,2,1,1,6,7
109,1,1,1,1,0,0,0,0,1,0,1,1,4,1,1,4,6
110,1,1,1,0,0,1,1,1,1,0,1,0,3,0,1,6,6
111,0,0,1,0,0,0,1,0,1,0,1,0,4,1,0,4,3
112,1,1,1,0,0,0,0,1,1,0,1,0,3,0,0,4,2
113,1,1,1,0,0,0,0,1,1,0,1,0,3,1,0,5,7
114,1,0,1,0,0,0,1,1,1,0,1,0,4,1,1,6,7
115,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,4,5
116,0,0,1,1,0,0,1,1,1,0,1,0,2,0,0,3,3
117,0,1,1,1,0,0,1,0,0,1,1,0,4,0,1,2,3
118,0,0,1,0,0,0,1,0,1,0,0,1,3,0,1,5,3
119,0,0,1,1,1,1,0,1,1,0,1,1,3,1,0,5,2
120,1,1,1,1,0,0,1,1,1,0,1,0,2,0,1,6,8
121,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,6,8
122,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,6,8
123,1,1,1,0,0,0,1,1,1,0,1,0,3,0,0,6,7
124,1,1,1,0,0,0,0,0,1,0,1,1,4,0,0,4,7
125,1,1,1,1,0,0,1,1,1,0,1,0,2,0,1,6,8
126,1,0,1,1,0,0,0,1,1,0,1,0,2,0,0,5,2
127,1,1,1,0,0,1,0,0,1,0,0,1,5,1,1,4,1
128,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,4,7
129,1,1,1,1,0,0,1,1,1,1,1,0,3,1,0,5,3
130,1,0,1,1,0,0,0,1,1,0,1,0,4,1,0,4,4
131,1,0,1,0,0,0,0,1,0,0,1,0,3,0,0,4,5
132,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,6,8
133,0,0,1,1,0,0,1,1,1,1,1,0,2,0,0,6,6
134,0,1,1,1,0,0,1,0,1,0,1,0,2,0,0,6,8
135,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,6,6
136,1,0,0,1,0,0,1,0,1,1,1,0,2,0,1,5,8
137,0,1,1,0,0,0,0,1,1,0,0,0,4,0,1,3,1
138,1,1,1,1,0,0,1,0,1,0,1,0,3,0,1,4,6
139,0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,5,8
140,1,1,1,0,0,0,0,1,1,0,1,0,3,0,1,6,7
141,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,6,8
142,0,1,1,1,0,0,1,1,1,0,1,0,4,0,0,5,8
143,0,1,1,0,0,0,1,0,0,0,1,0,2,0,1,6,8
144,1,0,1,0,1,0,1,0,0,0,1,0,3,0,1,6,7
145,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,5,7
146,1,1,1,0,1,0,1,1,1,0,1,1,3,0,1,6,7
147,1,0,1,1,0,0,0,0,0,0,1,0,5,1,0,6,6
148,0,1,1,1,0,0,1,1,1,0,1,0,3,0,0,4,6
149,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,6,8
150,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,6,8
151,0,0,1,0,0,0,1,0,1,0,1,0,3,0,0,4,1
152,0,0,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
153,0,1,1,1,0,0,1,1,1,0,1,0,2,0,1,5,7
154,1,1,1,1,0,0,1,1,1,0,1,0,4,1,0,6,7
155,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
156,1,1,1,1,0,0,1,1,1,1,1,0,3,0,1,6,7
157,1,0,1,1,0,0,0,1,1,0,1,0,5,1,0,3,3
158,1,0,1,0,0,0,1,0,1,0,1,0,2,0,1,6,8
159,1,1,1,1,1,1,0,0,1,0,1,0,3,0,0,5,6
160,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,4,3
161,1,0,1,0,0,0,1,1,1,0,1,0,5,0,1,4,8
162,0,0,1,0,0,0,0,1,0,0,1,1,4,1,1,6,6
163,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,6,7
164,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,6,8
165,0,0,1,0,0,0,1,1,0,0,1,0,3,1,1,4,4
166,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,4,7
167,0,1,1,1,0,0,1,1,1,1,1,1,3,0,1,4,6
168,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,7
169,1,1,1,1,0,1,1,1,0,0,1,0,4,1,0,4,7
170,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1,6,5
171,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,4,8
172,1,0,1,0,0,0,1,1,1,0,1,0,3,0,0,4,4
173,0,0,1,1,0,0,1,1,1,1,1,0,2,0,0,5,8
174,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,6,5
175,1,0,1,0,0,0,1,0,1,0,1,0,3,0,1,6,8
176,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,4,5
177,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,5,7
178,1,1,1,0,0,0,1,0,0,0,1,0,2,0,1,4,8
179,1,1,1,1,0,0,1,1,1,0,1,0,5,1,1,4,7
180,1,1,1,1,0,0,1,0,1,0,1,1,2,0,0,6,5
181,0,1,1,0,1,1,1,0,1,0,1,0,2,0,0,4,7
182,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,6
183,0,0,1,1,0,0,0,0,1,0,1,0,3,1,1,5,7
184,0,1,1,0,0,0,1,1,1,0,1,0,2,0,1,6,7
185,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,5,6
186,1,0,1,0,0,0,1,1,1,0,1,0,5,1,0,6,6
187,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,5,7
188,0,0,0,1,0,0,1,1,1,0,1,0,3,0,1,5,7
189,1,0,1,1,0,1,0,1,1,0,1,0,3,1,0,4,2
190,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,8
191,0,1,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
192,1,0,1,0,0,0,0,1,1,0,1,0,3,0,1,6,6
193,1,1,1,1,0,0,0,0,0,0,1,0,5,1,0,4,1
194,0,0,1,0,0,0,1,1,1,0,1,0,3,0,1,6,5
195,0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
196,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,5,7
197,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,6,8
198,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,4,8
199,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,6,3
200,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,3,8
201,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,2
202,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,4,2
203,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,5,7
204,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
205,0,1,1,1,0,0,0,1,1,0,1,0,4,0,0,4,4
206,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
207,1,1,1,0,0,0,1,1,1,0,1,1,3,0,0,5,8
208,1,0,1,0,0,0,1,0,0,0,1,0,3,0,1,6,8
209,1,1,1,1,0,0,0,1,0,0,1,0,3,0,0,5,6
210,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,6,7
211,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,4,5
212,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,4,6
213,1,1,1,1,0,0,0,1,0,0,1,0,2,0,1,5,4
214,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,5,8
215,0,1,1,0,0,0,1,1,1,0,1,0,3,0,1,6,6
216,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,5,8
217,1,0,1,0,0,1,0,0,1,0,1,0,3,0,0,6,6
218,1,1,1,0,0,1,1,0,1,0,1,0,4,0,1,4,4
219,0,0,1,1,0,0,1,1,0,0,1,0,4,0,1,4,5
220,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,6,8
221,1,1,1,1,0,0,1,0,1,0,1,0,5,0,1,4,5
222,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,6,8
223,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,3,5
224,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,8
225,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,6,8
226,1,1,1,1,0,0,1,1,1,0,1,0,3,0,1,4,4
227,1,1,1,0,0,0,1,1,1,0,1,0,2,0,0,4,8
228,0,0,1,0,0,0,1,0,0,0,1,0,4,1,0,4,6
229,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,4,8
230,0,1,1,0,0,0,0,1,1,0,1,0,3,0,0,5,7
231,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,5,7
232,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,8
233,0,1,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
234,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,6,7
235,1,0,1,1,0,0,0,0,1,0,1,0,2,0,1,5,8
236,1,1,1,1,0,0,1,1,1,0,1,0,4,1,1,5,3
237,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,6,8
238,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,6,7
239,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,5,8
240,0,1,1,0,0,0,0,1,1,0,1,0,3,1,0,5,4
241,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,6,5
242,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,6,8
243,1,0,1,0,0,0,1,0,1,1,1,0,3,0,0,5,7
244,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,5,7
245,0,1,1,1,0,0,1,1,1,0,1,0,2,0,0,4,6
246,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,3,8
247,0,0,1,1,0,0,1,1,1,1,1,0,2,0,0,6,6
248,0,0,1,1,0,0,1,1,1,0,1,0,3,0,1,5,7
249,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,5,7
250,1,1,1,1,0,1,0,1,1,0,1,0,2,0,1,4,7
251,1,0,1,1,0,0,1,1,1,0,1,0,2,0,1,6,6
252,1,1,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
253,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,8
254,1,1,1,1,0,0,1,1,1,0,1,0,4,0,0,5,7
255,1,1,1,1,0,0,1,0,1,0,1,0,3,0,1,6,8
256,1,0,1,1,0,0,0,1,1,0,1,0,5,1,0,3,1
257,0,0,1,1,0,0,1,1,1,0,1,0,4,1,1,6,5
258,1,0,1,0,0,0,1,1,1,0,1,0,3,0,0,5,1
259,0,0,1,0,0,0,1,1,1,0,0,0,2,1,0,6,8
260,0,0,1,1,0,0,1,1,0,0,1,0,3,0,1,4,1
261,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,6,8
262,1,0,1,1,0,0,1,1,1,0,1,0,4,1,1,6,6
263,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,5,5
264,1,1,1,0,0,0,1,1,1,0,1,0,3,0,0,6,7
265,1,1,1,1,0,0,1,0,1,0,1,1,2,0,0,6,2
266,1,1,1,1,0,0,0,0,1,0,1,0,4,0,1,6,8
267,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
268,0,1,1,1,0,1,1,0,0,0,1,0,3,0,1,3,5
269,1,1,1,0,0,1,0,1,1,0,1,0,3,0,0,3,3
270,0,1,1,1,0,0,0,1,0,0,0,0,2,0,1,6,5
271,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,5,8
272,0,0,1,1,0,0,1,0,1,0,1,0,3,0,0,6,8
273,1,0,1,1,0,0,1,1,1,0,1,0,2,0,0,6,8
274,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,4,3
275,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,6,7
276,1,1,1,0,0,0,1,1,1,0,1,0,2,1,1,6,8
277,1,1,1,1,0,1,0,0,1,0,1,0,3,0,1,6,8
278,1,0,1,1,0,0,0,1,0,0,1,0,5,0,1,6,6
279,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,4,3
280,1,1,1,0,0,0,1,1,1,0,1,0,2,0,0,5,7
281,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,6,8
282,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,8
283,1,1,1,1,1,0,0,1,0,0,1,0,4,0,0,5,2
284,1,1,0,0,0,0,1,0,1,0,0,0,4,0,1,2,3
285,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,8
286,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,6,8
287,1,0,0,0,0,1,0,0,0,1,1,0,4,1,0,4,3
288,1,1,1,1,0,1,0,0,0,0,1,0,4,1,1,2,2
289,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,6,8
290,1,1,1,0,0,0,1,1,1,0,1,0,3,0,0,6,8
291,0,1,1,0,0,1,1,0,1,0,1,0,3,0,1,4,8
292,1,0,1,1,0,1,1,1,1,0,1,0,4,1,0,5,5
293,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,5,8
294,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,5,7
295,1,1,1,1,0,0,0,1,0,0,1,0,4,1,0,4,5
296,1,0,1,1,0,0,1,1,1,0,1,0,3,0,1,6,7
297,0,0,1,0,0,0,1,1,1,0,1,0,3,0,1,6,8
298,1,1,1,1,0,0,1,1,1,0,0,0,4,1,1,3,2
299,0,0,0,0,0,0,1,1,1,0,1,0,3,0,1,3,3
300,0,1,1,0,0,0,1,0,1,0,1,0,2,0,0,5,2
301,0,1,1,1,0,1,1,1,1,0,1,0,2,1,1,4,6
302,1,0,1,1,0,1,1,0,1,0,1,0,2,0,0,5,8
303,1,0,1,0,0,0,1,1,1,0,1,0,3,0,1,5,8
304,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,6,8
305,0,0,1,1,0,0,0,1,1,0,1,0,3,1,1,3,3
306,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,6,7
307,0,1,1,1,0,0,0,1,1,0,1,0,2,0,0,6,8
308,1,0,1,0,0,1,0,0,1,0,1,0,4,0,0,4,3
309,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,6,8
310,1,0,1,0,0,0,1,0,1,0,1,0,3,0,0,4,5
311,1,1,1,1,0,0,0,1,1,0,1,1,3,1,0,5,1
312,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,6,8
313,0,0,1,0,0,0,1,1,1,0,1,0,3,0,0,6,8
314,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
315,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,3,3
316,0,0,1,0,0,0,1,0,1,1,1,0,3,0,1,6,5
317,1,0,1,1,0,0,1,0,0,0,1,0,5,0,1,4,2
318,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,4
319,0,0,1,0,0,0,1,1,1,0,1,0,3,0,0,6,8
320,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,6,8
321,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,6,8
322,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,6,5
323,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4,6
324,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,7
325,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,6,7
326,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,4,6
327,0,0,1,0,0,1,1,1,1,0,1,0,2,0,0,4,4
328,0,0,1,0,0,0,0,1,1,0,1,1,3,0,0,6,6
329,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,6,8
330,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,6,8
331,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,4,8
332,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,8
333,1,1,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
334,0,1,1,1,0,0,1,0,1,0,1,0,2,0,1,6,6
335,0,0,1,1,0,1,1,1,0,0,1,0,5,0,0,5,7
336,1,1,1,1,0,1,1,1,1,0,1,0,3,0,1,6,3
337,1,1,1,0,0,0,0,1,0,0,1,0,3,0,0,6,7
338,0,0,1,1,0,0,0,1,1,1,1,0,2,0,0,6,5
339,1,1,1,1,0,0,1,1,1,0,1,0,5,0,0,2,3
340,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,4,6
341,0,1,1,0,0,0,1,0,1,0,1,0,5,1,1,6,8
342,0,0,1,1,0,0,1,1,0,0,1,0,3,0,0,6,8
343,0,1,1,1,0,0,1,0,0,0,1,0,2,0,1,6,8
344,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,6,8
345,0,1,1,1,0,0,1,1,1,0,1,0,4,1,1,3,6
346,1,0,1,0,0,0,1,1,0,0,1,0,2,0,0,6,8
347,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,6
348,0,0,1,1,0,0,0,0,0,0,1,0,3,0,1,4,4
349,1,0,1,0,0,0,1,1,1,0,1,0,3,0,0,6,8
350,1,0,1,1,0,0,1,1,0,0,1,0,3,0,0,4,2
351,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,6,8
352,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,6,8
353,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,4,8
354,0,0,1,0,0,0,0,1,1,0,1,1,2,0,1,3,6
355,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,2,2
356,0,1,1,1,0,0,1,0,0,0,1,0,2,0,0,6,6
357,0,1,0,1,0,0,0,0,1,0,0,1,4,0,1,5,6
358,1,0,1,1,0,0,1,1,1,0,1,0,2,0,1,5,3
359,1,0,1,1,0,0,1,1,1,1,1,0,3,0,1,5,7
360,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,4,4
361,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,4,4
362,1,1,1,1,0,0,1,1,1,1,1,0,2,1,1,3,7
363,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,5,4
364,0,0,1,0,0,0,0,1,1,0,1,0,3,0,0,6,7
365,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,4,7
366,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,6,8
367,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,5,7
368,0,1,1,1,0,0,0,1,1,0,1,0,3,0,1,5,5
369,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,6,8
370,1,0,1,0,0,0,1,1,1,0,1,0,2,0,0,4,5
371,1,1,1,0,0,0,1,1,0,0,1,0,4,1,0,2,1
372,1,0,1,0,0,0,0,1,1,0,1,0,3,1,0,3,1
373,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,4,8
374,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6,8
375,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,6,6
